email,preferred_name,previous_experience,confidence,pref_less_comfortable,pref_fast_pace,pref_retake,pref_plus_12
student376@umich.edu,Name376,3,3,FALSE,TRUE,FALSE,FALSE
student377@umich.edu,Name377,4,3,FALSE,TRUE,TRUE,FALSE
student378@umich.edu,Name378,3,3,FALSE,TRUE,FALSE,FALSE
student379@umich.edu,Name379,3,3,TRUE,FALSE,FALSE,FALSE
student380@umich.edu,Name380,3,2,TRUE,TRUE,FALSE,FALSE
student381@umich.edu,Name381,2,3,FALSE,FALSE,FALSE,FALSE
student382@umich.edu,Name382,2,1,TRUE,FALSE,FALSE,FALSE
student383@umich.edu,Name383,2,2,TRUE,FALSE,FALSE,FALSE
student384@umich.edu,Name384,2,3,FALSE,TRUE,FALSE,FALSE
student385@umich.edu,Name385,3,5,FALSE,TRUE,FALSE,FALSE
student386@umich.edu,Name386,2,4,FALSE,FALSE,FALSE,FALSE
student387@umich.edu,Name387,3,3,TRUE,FALSE,FALSE,FALSE
student388@umich.edu,Name388,4,4,FALSE,TRUE,FALSE,FALSE
student389@umich.edu,Name389,4,4,FALSE,TRUE,FALSE,FALSE
student390@umich.edu,Name390,2,2,FALSE,TRUE,FALSE,FALSE
student391@umich.edu,Name391,2,2,FALSE,FALSE,FALSE,FALSE
student392@umich.edu,Name392,2,3,TRUE,TRUE,FALSE,FALSE
student393@umich.edu,Name393,1,2,TRUE,FALSE,TRUE,FALSE
student394@umich.edu,Name394,4,3,FALSE,FALSE,FALSE,FALSE
student395@umich.edu,Name395,3,2,TRUE,FALSE,FALSE,FALSE
student396@umich.edu,Name396,3,5,FALSE,FALSE,TRUE,FALSE
student397@umich.edu,Name397,4,5,FALSE,TRUE,FALSE,FALSE
student398@umich.edu,Name398,1,4,FALSE,FALSE,FALSE,FALSE
student399@umich.edu,Name399,2,2,FALSE,FALSE,FALSE,FALSE
student400@umich.edu,Name400,3,2,TRUE,TRUE,FALSE,FALSE
student401@umich.edu,Name401,4,3,FALSE,TRUE,FALSE,FALSE
student402@umich.edu,Name402,3,2,TRUE,TRUE,FALSE,FALSE
student403@umich.edu,Name403,3,3,FALSE,TRUE,FALSE,FALSE
student404@umich.edu,Name404,2,3,TRUE,TRUE,FALSE,FALSE
student405@umich.edu,Name405,3,3,FALSE,FALSE,FALSE,FALSE
student406@umich.edu,Name406,2,3,FALSE,TRUE,FALSE,FALSE
student407@umich.edu,Name407,4,3,FALSE,TRUE,FALSE,FALSE
student408@umich.edu,Name408,2,3,FALSE,FALSE,FALSE,FALSE
student409@umich.edu,Name409,2,3,FALSE,FALSE,FALSE,FALSE
student410@umich.edu,Name410,2,3,TRUE,TRUE,TRUE,FALSE
student411@umich.edu,Name411,4,4,FALSE,TRUE,FALSE,FALSE
student412@umich.edu,Name412,3,2,FALSE,TRUE,FALSE,FALSE
student413@umich.edu,Name413,4,4,FALSE,TRUE,FALSE,FALSE
student414@umich.edu,Name414,4,4,FALSE,FALSE,FALSE,FALSE
student415@umich.edu,Name415,2,4,FALSE,TRUE,TRUE,FALSE
student416@umich.edu,Name416,4,4,FALSE,TRUE,FALSE,FALSE
student417@umich.edu,Name417,5,4,FALSE,TRUE,FALSE,FALSE
student418@umich.edu,Name418,2,2,FALSE,FALSE,FALSE,FALSE
student419@umich.edu,Name419,3,2,TRUE,TRUE,FALSE,FALSE
student420@umich.edu,Name420,4,4,FALSE,TRUE,TRUE,FALSE
student421@umich.edu,Name421,2,4,FALSE,FALSE,FALSE,FALSE
student422@umich.edu,Name422,2,3,FALSE,FALSE,FALSE,FALSE
student423@umich.edu,Name423,1,1,FALSE,FALSE,TRUE,FALSE
student424@umich.edu,Name424,1,3,FALSE,FALSE,FALSE,FALSE
student425@umich.edu,Name425,2,3,FALSE,TRUE,TRUE,FALSE
student426@umich.edu,Name426,4,4,FALSE,TRUE,FALSE,FALSE
student427@umich.edu,Name427,1,3,TRUE,FALSE,FALSE,FALSE
student428@umich.edu,Name428,3,4,FALSE,TRUE,FALSE,FALSE
student429@umich.edu,Name429,3,4,FALSE,TRUE,FALSE,FALSE
student430@umich.edu,Name430,1,3,FALSE,TRUE,FALSE,FALSE
student431@umich.edu,Name431,4,5,FALSE,TRUE,FALSE,FALSE
student432@umich.edu,Name432,4,3,FALSE,FALSE,FALSE,FALSE
student433@umich.edu,Name433,1,3,TRUE,TRUE,FALSE,FALSE
student434@umich.edu,Name434,2,2,FALSE,TRUE,FALSE,FALSE
student435@umich.edu,Name435,3,3,FALSE,TRUE,FALSE,FALSE
student436@umich.edu,Name436,2,2,FALSE,FALSE,FALSE,FALSE
student437@umich.edu,Name437,1,4,FALSE,FALSE,FALSE,FALSE
student438@umich.edu,Name438,1,2,FALSE,FALSE,TRUE,FALSE
student439@umich.edu,Name439,3,4,TRUE,TRUE,FALSE,FALSE
student440@umich.edu,Name440,1,3,FALSE,TRUE,FALSE,FALSE
student441@umich.edu,Name441,2,2,TRUE,FALSE,FALSE,FALSE
student442@umich.edu,Name442,4,2,TRUE,TRUE,FALSE,FALSE
student443@umich.edu,Name443,2,3,FALSE,TRUE,FALSE,FALSE
student444@umich.edu,Name444,1,2,FALSE,FALSE,FALSE,FALSE
student445@umich.edu,Name445,4,4,FALSE,TRUE,FALSE,FALSE
student446@umich.edu,Name446,5,4,FALSE,TRUE,FALSE,FALSE
student447@umich.edu,Name447,3,3,FALSE,FALSE,TRUE,FALSE
student448@umich.edu,Name448,1,1,FALSE,FALSE,FALSE,FALSE
student449@umich.edu,Name449,3,3,FALSE,FALSE,FALSE,FALSE
student450@umich.edu,Name450,1,3,FALSE,FALSE,FALSE,FALSE
student451@umich.edu,Name451,5,4,FALSE,TRUE,FALSE,FALSE
student452@umich.edu,Name452,3,3,FALSE,FALSE,FALSE,FALSE
student453@umich.edu,Name453,1,1,TRUE,FALSE,TRUE,FALSE
student454@umich.edu,Name454,1,3,TRUE,FALSE,FALSE,FALSE
student455@umich.edu,Name455,1,4,FALSE,FALSE,FALSE,FALSE
student456@umich.edu,Name456,4,3,FALSE,TRUE,FALSE,FALSE
student457@umich.edu,Name457,3,4,FALSE,TRUE,FALSE,FALSE
student458@umich.edu,Name458,3,3,FALSE,TRUE,FALSE,FALSE
student459@umich.edu,Name459,3,3,FALSE,TRUE,FALSE,FALSE
student460@umich.edu,Name460,1,2,FALSE,FALSE,FALSE,FALSE
student461@umich.edu,Name461,2,3,FALSE,TRUE,FALSE,FALSE
student462@umich.edu,Name462,2,1,FALSE,TRUE,FALSE,FALSE
student463@umich.edu,Name463,3,2,FALSE,TRUE,FALSE,FALSE
student464@umich.edu,Name464,3,4,FALSE,TRUE,FALSE,FALSE
student465@umich.edu,Name465,1,2,TRUE,TRUE,FALSE,FALSE
student466@umich.edu,Name466,3,2,TRUE,FALSE,FALSE,FALSE
student467@umich.edu,Name467,2,1,FALSE,FALSE,TRUE,FALSE
student468@umich.edu,Name468,1,2,TRUE,FALSE,FALSE,FALSE
student469@umich.edu,Name469,5,5,FALSE,TRUE,FALSE,FALSE
student470@umich.edu,Name470,3,2,TRUE,TRUE,FALSE,FALSE
student471@umich.edu,Name471,2,2,FALSE,TRUE,FALSE,FALSE
student472@umich.edu,Name472,2,3,FALSE,TRUE,FALSE,FALSE
student473@umich.edu,Name473,1,3,FALSE,FALSE,FALSE,FALSE
student474@umich.edu,Name474,1,2,TRUE,FALSE,FALSE,FALSE
student475@umich.edu,Name475,4,4,FALSE,TRUE,FALSE,FALSE
student476@umich.edu,Name476,3,4,FALSE,FALSE,FALSE,FALSE
student477@umich.edu,Name477,3,3,TRUE,TRUE,TRUE,FALSE
student478@umich.edu,Name478,2,2,TRUE,FALSE,FALSE,FALSE
student479@umich.edu,Name479,3,3,FALSE,FALSE,FALSE,FALSE
student480@umich.edu,Name480,1,2,TRUE,FALSE,FALSE,FALSE
student481@umich.edu,Name481,1,2,TRUE,FALSE,FALSE,FALSE
student482@umich.edu,Name482,1,4,FALSE,TRUE,FALSE,FALSE
student483@umich.edu,Name483,4,3,FALSE,TRUE,FALSE,FALSE
student484@umich.edu,Name484,1,3,TRUE,FALSE,FALSE,FALSE
student485@umich.edu,Name485,1,3,FALSE,TRUE,FALSE,FALSE
student486@umich.edu,Name486,1,3,TRUE,TRUE,FALSE,FALSE
student487@umich.edu,Name487,2,2,FALSE,FALSE,TRUE,FALSE
student488@umich.edu,Name488,3,2,FALSE,FALSE,FALSE,FALSE
student489@umich.edu,Name489,3,3,FALSE,TRUE,FALSE,FALSE
student490@umich.edu,Name490,1,3,TRUE,TRUE,FALSE,FALSE
student491@umich.edu,Name491,3,3,FALSE,FALSE,FALSE,FALSE
student492@umich.edu,Name492,3,3,TRUE,FALSE,FALSE,FALSE
student493@umich.edu,Name493,3,2,TRUE,FALSE,FALSE,FALSE
student494@umich.edu,Name494,3,2,TRUE,FALSE,FALSE,FALSE
student495@umich.edu,Name495,4,4,FALSE,TRUE,FALSE,FALSE
student496@umich.edu,Name496,3,3,FALSE,FALSE,FALSE,FALSE
student497@umich.edu,Name497,1,3,TRUE,FALSE,FALSE,FALSE
student498@umich.edu,Name498,1,3,TRUE,FALSE,TRUE,FALSE
student499@umich.edu,Name499,3,4,TRUE,FALSE,FALSE,FALSE
student500@umich.edu,Name500,4,3,FALSE,TRUE,FALSE,FALSE
student501@umich.edu,Name501,1,1,FALSE,FALSE,FALSE,FALSE
student502@umich.edu,Name502,1,4,TRUE,FALSE,TRUE,FALSE
student503@umich.edu,Name503,2,2,TRUE,FALSE,FALSE,FALSE
student504@umich.edu,Name504,2,3,FALSE,FALSE,FALSE,FALSE
student505@umich.edu,Name505,4,5,FALSE,TRUE,FALSE,FALSE
student506@umich.edu,Name506,4,4,FALSE,TRUE,FALSE,FALSE
student507@umich.edu,Name507,1,1,TRUE,FALSE,FALSE,FALSE
student508@umich.edu,Name508,2,3,FALSE,TRUE,TRUE,FALSE
student509@umich.edu,Name509,3,2,TRUE,TRUE,FALSE,FALSE
student510@umich.edu,Name510,2,3,FALSE,FALSE,FALSE,FALSE
student511@umich.edu,Name511,1,4,FALSE,FALSE,FALSE,FALSE
student512@umich.edu,Name512,3,5,FALSE,TRUE,FALSE,FALSE
student513@umich.edu,Name513,2,4,FALSE,TRUE,FALSE,FALSE
student514@umich.edu,Name514,1,5,FALSE,TRUE,TRUE,FALSE
student515@umich.edu,Name515,3,3,FALSE,TRUE,FALSE,FALSE
student516@umich.edu,Name516,3,3,TRUE,TRUE,FALSE,FALSE
student517@umich.edu,Name517,1,3,FALSE,TRUE,FALSE,FALSE
student518@umich.edu,Name518,1,4,FALSE,FALSE,FALSE,FALSE
student519@umich.edu,Name519,5,5,FALSE,TRUE,TRUE,FALSE
student520@umich.edu,Name520,4,3,TRUE,FALSE,FALSE,FALSE
student521@umich.edu,Name521,5,5,FALSE,TRUE,FALSE,FALSE
student522@umich.edu,Name522,1,2,FALSE,TRUE,TRUE,FALSE
student523@umich.edu,Name523,4,4,FALSE,TRUE,FALSE,FALSE
student524@umich.edu,Name524,3,4,FALSE,FALSE,TRUE,FALSE
student525@umich.edu,Name525,3,3,FALSE,TRUE,FALSE,FALSE
student526@umich.edu,Name526,2,2,FALSE,FALSE,FALSE,FALSE
student527@umich.edu,Name527,1,4,FALSE,FALSE,FALSE,FALSE
student528@umich.edu,Name528,2,3,FALSE,FALSE,FALSE,FALSE
student529@umich.edu,Name529,4,3,TRUE,TRUE,FALSE,FALSE
student530@umich.edu,Name530,3,3,FALSE,TRUE,FALSE,FALSE
student531@umich.edu,Name531,3,3,FALSE,TRUE,FALSE,FALSE
student532@umich.edu,Name532,5,3,FALSE,TRUE,FALSE,FALSE
student533@umich.edu,Name533,3,3,FALSE,FALSE,FALSE,FALSE
student534@umich.edu,Name534,3,3,FALSE,FALSE,FALSE,FALSE
student535@umich.edu,Name535,4,4,FALSE,FALSE,FALSE,FALSE
student536@umich.edu,Name536,5,5,FALSE,TRUE,FALSE,FALSE
student537@umich.edu,Name537,4,3,FALSE,TRUE,FALSE,FALSE
student538@umich.edu,Name538,2,2,TRUE,TRUE,FALSE,FALSE
student539@umich.edu,Name539,4,4,FALSE,TRUE,FALSE,FALSE
student540@umich.edu,Name540,2,2,TRUE,FALSE,FALSE,FALSE
student541@umich.edu,Name541,2,1,FALSE,FALSE,FALSE,FALSE
student542@umich.edu,Name542,4,3,FALSE,TRUE,FALSE,FALSE
student543@umich.edu,Name543,3,2,TRUE,FALSE,FALSE,FALSE
student544@umich.edu,Name544,1,3,TRUE,TRUE,FALSE,FALSE
student545@umich.edu,Name545,3,3,FALSE,FALSE,FALSE,FALSE
student546@umich.edu,Name546,3,3,FALSE,FALSE,FALSE,FALSE
student547@umich.edu,Name547,4,4,FALSE,TRUE,FALSE,FALSE
student548@umich.edu,Name548,1,1,FALSE,FALSE,FALSE,FALSE
student549@umich.edu,Name549,4,4,FALSE,TRUE,FALSE,FALSE
student550@umich.edu,Name550,2,1,TRUE,FALSE,TRUE,FALSE
student551@umich.edu,Name551,2,5,FALSE,FALSE,FALSE,FALSE
student552@umich.edu,Name552,2,2,FALSE,TRUE,TRUE,FALSE
student553@umich.edu,Name553,4,4,FALSE,TRUE,FALSE,FALSE
student554@umich.edu,Name554,2,3,FALSE,TRUE,FALSE,FALSE
student555@umich.edu,Name555,1,2,FALSE,TRUE,FALSE,FALSE
student556@umich.edu,Name556,5,4,FALSE,FALSE,FALSE,FALSE
student557@umich.edu,Name557,3,3,FALSE,TRUE,FALSE,FALSE
student558@umich.edu,Name558,3,4,FALSE,TRUE,FALSE,FALSE
student559@umich.edu,Name559,2,3,TRUE,TRUE,FALSE,FALSE
student560@umich.edu,Name560,4,4,FALSE,TRUE,FALSE,FALSE
student561@umich.edu,Name561,4,4,FALSE,TRUE,FALSE,FALSE
student562@umich.edu,Name562,3,4,FALSE,TRUE,FALSE,FALSE
student563@umich.edu,Name563,3,2,TRUE,FALSE,TRUE,FALSE
student564@umich.edu,Name564,2,3,FALSE,FALSE,FALSE,FALSE
student565@umich.edu,Name565,3,3,TRUE,FALSE,FALSE,FALSE
student566@umich.edu,Name566,2,3,TRUE,TRUE,TRUE,FALSE
student567@umich.edu,Name567,2,3,FALSE,FALSE,FALSE,FALSE
student568@umich.edu,Name568,1,2,TRUE,TRUE,FALSE,FALSE
student569@umich.edu,Name569,1,3,TRUE,TRUE,FALSE,FALSE
student570@umich.edu,Name570,2,3,FALSE,FALSE,FALSE,FALSE
student571@umich.edu,Name571,3,3,FALSE,TRUE,FALSE,FALSE
student572@umich.edu,Name572,4,4,FALSE,TRUE,FALSE,FALSE
student573@umich.edu,Name573,4,3,FALSE,TRUE,FALSE,FALSE
student574@umich.edu,Name574,4,4,FALSE,TRUE,FALSE,FALSE
student575@umich.edu,Name575,4,3,TRUE,TRUE,FALSE,FALSE
student576@umich.edu,Name576,4,4,FALSE,TRUE,FALSE,FALSE
student577@umich.edu,Name577,1,3,TRUE,TRUE,TRUE,FALSE
student578@umich.edu,Name578,3,3,FALSE,TRUE,FALSE,FALSE
student579@umich.edu,Name579,3,3,FALSE,FALSE,FALSE,FALSE
student580@umich.edu,Name580,1,2,TRUE,FALSE,FALSE,FALSE
student581@umich.edu,Name581,4,3,FALSE,FALSE,FALSE,FALSE
student582@umich.edu,Name582,4,3,TRUE,TRUE,FALSE,FALSE
student583@umich.edu,Name583,4,4,FALSE,FALSE,FALSE,FALSE
student584@umich.edu,Name584,3,3,FALSE,FALSE,FALSE,FALSE
student585@umich.edu,Name585,3,3,FALSE,FALSE,FALSE,FALSE
student586@umich.edu,Name586,1,3,TRUE,FALSE,FALSE,FALSE
student587@umich.edu,Name587,3,4,FALSE,TRUE,FALSE,FALSE
student588@umich.edu,Name588,2,3,TRUE,FALSE,FALSE,FALSE
student589@umich.edu,Name589,3,2,FALSE,FALSE,FALSE,FALSE
student590@umich.edu,Name590,3,3,FALSE,TRUE,FALSE,FALSE
student591@umich.edu,Name591,5,3,FALSE,FALSE,FALSE,FALSE
student592@umich.edu,Name592,1,3,TRUE,FALSE,FALSE,FALSE
student593@umich.edu,Name593,2,4,TRUE,TRUE,TRUE,FALSE
student594@umich.edu,Name594,1,3,FALSE,TRUE,FALSE,FALSE
student595@umich.edu,Name595,3,4,FALSE,TRUE,FALSE,FALSE
student596@umich.edu,Name596,2,3,FALSE,FALSE,FALSE,FALSE
student597@umich.edu,Name597,4,4,TRUE,TRUE,FALSE,FALSE
student598@umich.edu,Name598,2,2,TRUE,FALSE,FALSE,FALSE
student599@umich.edu,Name599,5,5,FALSE,TRUE,FALSE,FALSE
student600@umich.edu,Name600,3,3,FALSE,FALSE,TRUE,FALSE
student601@umich.edu,Name601,2,3,FALSE,FALSE,FALSE,FALSE
student602@umich.edu,Name602,1,3,TRUE,TRUE,FALSE,FALSE
student603@umich.edu,Name603,1,3,FALSE,TRUE,FALSE,FALSE
student604@umich.edu,Name604,2,2,TRUE,TRUE,FALSE,FALSE
student605@umich.edu,Name605,2,4,TRUE,FALSE,TRUE,FALSE
student606@umich.edu,Name606,2,4,FALSE,FALSE,FALSE,FALSE
student607@umich.edu,Name607,2,4,FALSE,TRUE,FALSE,FALSE
student608@umich.edu,Name608,4,4,FALSE,TRUE,FALSE,FALSE
student609@umich.edu,Name609,1,3,FALSE,FALSE,FALSE,FALSE
student610@umich.edu,Name610,3,4,TRUE,FALSE,FALSE,FALSE
student611@umich.edu,Name611,3,4,FALSE,FALSE,FALSE,FALSE
student612@umich.edu,Name612,2,3,TRUE,FALSE,TRUE,FALSE
student613@umich.edu,Name613,2,5,TRUE,TRUE,TRUE,FALSE
student614@umich.edu,Name614,4,5,FALSE,TRUE,FALSE,FALSE
student615@umich.edu,Name615,1,3,FALSE,FALSE,FALSE,FALSE
student616@umich.edu,Name616,1,3,FALSE,TRUE,FALSE,FALSE
student617@umich.edu,Name617,3,3,FALSE,TRUE,FALSE,FALSE
student618@umich.edu,Name618,2,2,TRUE,TRUE,FALSE,FALSE
student619@umich.edu,Name619,3,3,FALSE,TRUE,TRUE,FALSE
student620@umich.edu,Name620,4,3,FALSE,TRUE,FALSE,FALSE
student621@umich.edu,Name621,2,3,FALSE,FALSE,FALSE,FALSE
student622@umich.edu,Name622,1,3,TRUE,FALSE,FALSE,FALSE
student623@umich.edu,Name623,3,3,FALSE,FALSE,FALSE,FALSE
student624@umich.edu,Name624,1,1,FALSE,TRUE,FALSE,FALSE
student625@umich.edu,Name625,4,2,FALSE,FALSE,FALSE,FALSE
student626@umich.edu,Name626,2,4,FALSE,FALSE,FALSE,FALSE
student627@umich.edu,Name627,3,2,FALSE,FALSE,FALSE,FALSE
student628@umich.edu,Name628,3,2,FALSE,FALSE,FALSE,FALSE
student629@umich.edu,Name629,2,3,TRUE,FALSE,FALSE,FALSE
student630@umich.edu,Name630,4,4,FALSE,TRUE,FALSE,FALSE
student631@umich.edu,Name631,2,1,FALSE,TRUE,FALSE,FALSE
student632@umich.edu,Name632,5,5,FALSE,TRUE,FALSE,FALSE
student633@umich.edu,Name633,1,3,FALSE,TRUE,FALSE,FALSE
student634@umich.edu,Name634,3,4,FALSE,FALSE,FALSE,FALSE
student635@umich.edu,Name635,4,4,FALSE,FALSE,FALSE,FALSE
student636@umich.edu,Name636,3,4,FALSE,FALSE,FALSE,FALSE
student637@umich.edu,Name637,2,3,FALSE,FALSE,FALSE,FALSE
student638@umich.edu,Name638,2,2,FALSE,TRUE,FALSE,FALSE
student639@umich.edu,Name639,4,4,FALSE,TRUE,FALSE,FALSE
student640@umich.edu,Name640,5,5,FALSE,TRUE,FALSE,FALSE
student641@umich.edu,Name641,4,4,FALSE,TRUE,FALSE,FALSE
student642@umich.edu,Name642,2,3,TRUE,TRUE,FALSE,FALSE
student643@umich.edu,Name643,3,3,FALSE,TRUE,FALSE,FALSE
student644@umich.edu,Name644,4,4,FALSE,TRUE,FALSE,FALSE
student645@umich.edu,Name645,2,3,FALSE,TRUE,FALSE,FALSE
student646@umich.edu,Name646,3,5,FALSE,TRUE,TRUE,FALSE
student647@umich.edu,Name647,1,1,FALSE,TRUE,FALSE,FALSE
student648@umich.edu,Name648,1,2,FALSE,TRUE,FALSE,FALSE
student649@umich.edu,Name649,1,3,FALSE,FALSE,FALSE,FALSE
student650@umich.edu,Name650,3,4,FALSE,TRUE,FALSE,FALSE
student651@umich.edu,Name651,3,3,FALSE,TRUE,FALSE,FALSE
student652@umich.edu,Name652,5,5,FALSE,TRUE,FALSE,FALSE
student653@umich.edu,Name653,4,5,FALSE,TRUE,FALSE,FALSE
student654@umich.edu,Name654,3,5,FALSE,TRUE,FALSE,FALSE
student655@umich.edu,Name655,4,4,TRUE,TRUE,FALSE,FALSE
student656@umich.edu,Name656,2,3,TRUE,TRUE,TRUE,FALSE
student657@umich.edu,Name657,3,3,TRUE,TRUE,FALSE,FALSE
student658@umich.edu,Name658,4,3,FALSE,TRUE,FALSE,FALSE
student659@umich.edu,Name659,3,2,FALSE,FALSE,FALSE,FALSE
student660@umich.edu,Name660,2,2,TRUE,TRUE,FALSE,FALSE
student661@umich.edu,Name661,3,2,FALSE,FALSE,FALSE,FALSE
student662@umich.edu,Name662,3,2,TRUE,FALSE,FALSE,FALSE
student663@umich.edu,Name663,5,5,FALSE,TRUE,FALSE,FALSE
student664@umich.edu,Name664,4,4,FALSE,TRUE,FALSE,FALSE
student665@umich.edu,Name665,4,3,FALSE,TRUE,FALSE,FALSE
student666@umich.edu,Name666,1,3,TRUE,TRUE,FALSE,FALSE
student667@umich.edu,Name667,5,4,FALSE,TRUE,FALSE,FALSE
student668@umich.edu,Name668,3,3,FALSE,FALSE,FALSE,FALSE
student669@umich.edu,Name669,3,3,FALSE,FALSE,FALSE,FALSE
student670@umich.edu,Name670,2,3,FALSE,FALSE,FALSE,FALSE
student671@umich.edu,Name671,5,4,FALSE,TRUE,FALSE,FALSE
student672@umich.edu,Name672,4,3,TRUE,TRUE,FALSE,FALSE
student673@umich.edu,Name673,3,3,FALSE,FALSE,FALSE,FALSE
student674@umich.edu,Name674,3,3,TRUE,TRUE,TRUE,FALSE
student675@umich.edu,Name675,1,1,FALSE,TRUE,FALSE,FALSE
student676@umich.edu,Name676,4,3,FALSE,FALSE,FALSE,FALSE
student677@umich.edu,Name677,1,3,FALSE,FALSE,FALSE,FALSE
student678@umich.edu,Name678,4,5,FALSE,TRUE,FALSE,FALSE
student679@umich.edu,Name679,3,2,FALSE,FALSE,FALSE,FALSE
student680@umich.edu,Name680,4,4,FALSE,TRUE,FALSE,FALSE
student681@umich.edu,Name681,4,5,FALSE,TRUE,TRUE,FALSE
student682@umich.edu,Name682,2,3,TRUE,FALSE,FALSE,FALSE
student683@umich.edu,Name683,4,4,FALSE,FALSE,FALSE,FALSE
student684@umich.edu,Name684,4,4,FALSE,TRUE,FALSE,FALSE
student685@umich.edu,Name685,1,2,FALSE,TRUE,FALSE,FALSE
student686@umich.edu,Name686,3,2,FALSE,FALSE,FALSE,FALSE
student687@umich.edu,Name687,4,4,FALSE,FALSE,FALSE,FALSE
student688@umich.edu,Name688,3,3,TRUE,FALSE,FALSE,FALSE
student689@umich.edu,Name689,1,3,TRUE,FALSE,FALSE,FALSE
student690@umich.edu,Name690,2,1,TRUE,FALSE,TRUE,FALSE
student691@umich.edu,Name691,1,5,FALSE,FALSE,FALSE,FALSE
student692@umich.edu,Name692,1,2,FALSE,TRUE,FALSE,FALSE
student693@umich.edu,Name693,2,3,TRUE,TRUE,FALSE,FALSE
student694@umich.edu,Name694,3,3,FALSE,FALSE,FALSE,FALSE
student695@umich.edu,Name695,2,2,TRUE,FALSE,FALSE,FALSE
student696@umich.edu,Name696,5,5,FALSE,FALSE,FALSE,FALSE
student697@umich.edu,Name697,4,4,TRUE,FALSE,FALSE,FALSE
student698@umich.edu,Name698,5,5,TRUE,TRUE,FALSE,FALSE
student699@umich.edu,Name699,3,4,FALSE,TRUE,FALSE,FALSE
student700@umich.edu,Name700,1,3,FALSE,FALSE,FALSE,FALSE
student701@umich.edu,Name701,3,3,TRUE,TRUE,FALSE,FALSE
student702@umich.edu,Name702,1,1,TRUE,TRUE,FALSE,FALSE
student703@umich.edu,Name703,3,3,FALSE,TRUE,FALSE,FALSE
student704@umich.edu,Name704,1,3,FALSE,FALSE,FALSE,FALSE
student705@umich.edu,Name705,5,3,TRUE,TRUE,TRUE,FALSE
student706@umich.edu,Name706,3,4,FALSE,TRUE,FALSE,FALSE
student707@umich.edu,Name707,1,1,TRUE,FALSE,FALSE,FALSE
student708@umich.edu,Name708,3,3,FALSE,FALSE,FALSE,FALSE
student709@umich.edu,Name709,1,4,FALSE,TRUE,FALSE,FALSE
student710@umich.edu,Name710,3,3,FALSE,FALSE,TRUE,FALSE
student711@umich.edu,Name711,3,4,FALSE,TRUE,FALSE,FALSE
student712@umich.edu,Name712,1,2,TRUE,FALSE,FALSE,FALSE
student713@umich.edu,Name713,4,4,FALSE,TRUE,FALSE,FALSE
student714@umich.edu,Name714,3,5,TRUE,FALSE,TRUE,FALSE
student715@umich.edu,Name715,3,1,FALSE,FALSE,FALSE,FALSE
student716@umich.edu,Name716,4,4,FALSE,TRUE,FALSE,FALSE
student717@umich.edu,Name717,5,4,FALSE,TRUE,FALSE,FALSE
student718@umich.edu,Name718,4,4,FALSE,TRUE,FALSE,FALSE
student719@umich.edu,Name719,5,5,FALSE,TRUE,FALSE,FALSE
student720@umich.edu,Name720,3,3,FALSE,TRUE,TRUE,FALSE
student721@umich.edu,Name721,2,2,FALSE,FALSE,TRUE,FALSE
student722@umich.edu,Name722,4,3,FALSE,FALSE,FALSE,FALSE
student723@umich.edu,Name723,4,3,FALSE,FALSE,FALSE,FALSE
student724@umich.edu,Name724,1,3,FALSE,FALSE,TRUE,FALSE
student725@umich.edu,Name725,3,2,FALSE,FALSE,TRUE,FALSE
student726@umich.edu,Name726,4,4,FALSE,TRUE,FALSE,FALSE
student727@umich.edu,Name727,5,5,FALSE,TRUE,FALSE,FALSE
student728@umich.edu,Name728,1,3,FALSE,TRUE,FALSE,FALSE
student729@umich.edu,Name729,3,2,TRUE,TRUE,FALSE,FALSE
student730@umich.edu,Name730,1,5,FALSE,FALSE,FALSE,FALSE
student731@umich.edu,Name731,4,4,FALSE,TRUE,FALSE,FALSE
student732@umich.edu,Name732,3,2,TRUE,FALSE,FALSE,FALSE
student733@umich.edu,Name733,1,2,TRUE,FALSE,FALSE,FALSE
student734@umich.edu,Name734,1,1,TRUE,FALSE,TRUE,FALSE
student735@umich.edu,Name735,2,4,FALSE,FALSE,FALSE,FALSE
student736@umich.edu,Name736,3,2,FALSE,TRUE,TRUE,FALSE
student737@umich.edu,Name737,4,3,TRUE,FALSE,TRUE,FALSE
student738@umich.edu,Name738,3,3,TRUE,TRUE,FALSE,FALSE
student739@umich.edu,Name739,1,2,FALSE,TRUE,TRUE,FALSE
student740@umich.edu,Name740,1,1,FALSE,FALSE,TRUE,FALSE
student741@umich.edu,Name741,4,3,FALSE,TRUE,FALSE,FALSE
student742@umich.edu,Name742,3,2,TRUE,TRUE,FALSE,FALSE
student743@umich.edu,Name743,1,2,FALSE,FALSE,FALSE,FALSE
student744@umich.edu,Name744,1,2,FALSE,FALSE,FALSE,FALSE
student745@umich.edu,Name745,2,3,TRUE,FALSE,FALSE,FALSE
student746@umich.edu,Name746,4,5,FALSE,FALSE,FALSE,FALSE
student747@umich.edu,Name747,2,2,FALSE,FALSE,FALSE,FALSE
student748@umich.edu,Name748,4,4,FALSE,TRUE,FALSE,FALSE
student749@umich.edu,Name749,3,3,FALSE,TRUE,FALSE,FALSE
student750@umich.edu,Name750,1,3,TRUE,TRUE,FALSE,FALSE
student751@umich.edu,Name751,5,4,FALSE,TRUE,FALSE,FALSE
student752@umich.edu,Name752,4,3,FALSE,TRUE,FALSE,FALSE
